Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,playerId
"Austin Cox","KCR","LHP",,,11,,"40+",2022,,"23.2944444","6' 4""","195","L","L",2018,"Draft","KCR",447500,"Mercer","Cox is a black sheep pitching prospect in an org that has more per capita sinker ballers than perhaps any in the sport. This is a lefty with power relief stuff, at least, and a chance to start based on the depth of his pitch mix and the rate of strikes he's thrown so far. I think Cox's fastball would tick up into the mid-90s if he were ever put in the bullpen, which at this rate only seems likely to happen if his breaking balls end up running together, something Cox has worked to mitigate as a pro. He held his velocity last year despite a 20-inning workload increase, his results were not diluted even after he was moved to Hi-A for the back half of last year, and in just two years, he's gone from a Day Three pick to someone who has the FV of a typical second rounder. Whether Cox ends up pitching toward the back of a rotation or as some kind of fire-breathing, multi-inning reliever (that's where I've got him, and his future value grade reflects that), he's a huge coup for Kansas City's amateur department and player dev program.",,"sa3007777"
"MJ Melendez","KCR","C",,,12,,"40+",2022,,"21.625","6' 1""","210","L","L",2017,"Draft","KCR",2100000,"Westminster Christian HS (FL)","There are Ed Wood movies that seem to have gone according to plan more than 2019 did for Royals hitters at Hi-A Wilmington. Chief among them was Melendez, who was on initial drafts of our top 100 last year before Kiley and my team sources squashed that with their feedback, citing Melendez's red flag contact issues. They were right. Melendez struck out a damning 40% of the time last year. His swing is geared for low ball contact at a point in time when pitchers are attacking hitters at the top of the zone more than ever, and Melendez gets heat blown past him at the letters constantly. 
Everything else that scouts loved about him as an amateur is still extant. He has plus raw power, great long-term body projection, a plus arm, and projects to have a 55 glove, which is beneath the 60 or 70 grades he was garnering in high school but is still a relevant positive. We're now looking at a likely backup catcher based on how scary the contact issues are, but if the swing issues are fixed, Melendez could really break out because the physical tools that the swing compromises are rare for the position. There are teams/scouts for which Melendez, Pratto, and Matias are just a ""no"" based on the way they've performed with the bat. I'm holding out varying degrees of hope for them, still preferring Melendez because his defense gives him a fallback big league role even if the hit tool never develops enough for him to be a regular.","jMI-XsZIgSA","sa3004139"
"Carlos Hernandez","KCR","RHP",,,13,,"40+",2022,,"23.3416666","6' 4""","230","R","R",2016,"J2","KCR",15000,"Venezuela","Only six teams played traditional instructional league games in Arizona last fall, and perhaps no pitcher who threw in the desert created as much buzz as Hernandez, who was filling the zone with 94-98 mph fastballs over shorter, three-ish inning outings. Hernandez has had premium velocity since he signed, but has averaged just five innings per start and 67 innings per season since 2017. Two of the three times Hernandez has missed time have been due to issues unrelated to his arm, so injuries themselves are not a concern for me so much as I'm skeptical that he can live in the mid-90s over a full season starter's workload. 
He doesn't have a cut, athletic physique, and his delivery is reliever-y and somewhat stiff, but Hernandez does repeat, and throws a lot of strikes. His breaking ball has vertical action that enables it to outperform its raw spin rate but it is reliant on his command, which again, during the fall Hernandez had. I've seen backfield outings during which I thought his changeup was his best secondary but that's not typically the case. It's possible he can start, but I don't consider it likely, and Hernandez certainly hasn't proven it yet. If that's the case, then one of the secondary pitches needs to develop still, which all the missed time has made harder.",,"sa3004199"
"Seuly Matias","KCR","RF",,,14,,"40+",2022,,"21.8611111","6' 3""","210","R","R",2015,"J2","KCR",2250000,"Dominican Republic","With few exceptions (Joey Gallo is one) even the most whiff-prone big leaguers struck out less than Matias (35% career K%, a comical 44% last year before a broken hand ended his season) when they were in the minors. But Matias' physicality and bat speed are so supreme, the gap between his talent and that of most players so obvious, that there's a chance he can be one of the exceptions, even if it’s in a streaky, inconsistent manner. 
As a teen, Seuly was already posting exit velocities on par with burly, Quad-A type hitters. Most of the issues he has are mental; his swing decisions and defensive instincts are both poor. My sources tend to be pessimistic about improvements/corrections to approach and aptitude, though perhaps that's because they can't see those things with their eyes, the tool they use most often and confidently to do the majority of their job. Many of the players ranked beneath Seuly here have a better chance than he does of playing some kind of big league role, but none of them have his ceiling, and based on his age, frame, and athleticism, I'm holding out some hope that he shows us what it is for a few years.","nilomZgO1c4","sa917039"
"Tyler Zuber","KCR","RHP",,,15,,"40",2021,,"25.0777777","5' 11""","175","R","R",2017,"Draft","KCR",2500,"Arkansas State","Zuber was arguably a priority senior sign as a sixth rounder, a distinction he earned when his stuff spiked following a permanent move to the bullpen. His arm is so fast as to almost look subliminal, and Zuber's command of both breaking balls is much better than one expects from a college relief prospect. His changeup usage has been inconsistent over the last two years but at times it's a quality pitch, and one Zuber seemed to be rebooting during the spring with some success. Zuber doesn't have any one dominant pitch, as is typical of high-leverage relievers, but he does have several very good ones that I think will enable him to be a seventh or eighth inning type of arm.",,"sa915650"
"Brady McConnell","KCR","SS","R",,16,,"40",2023,,"22.1388888","6' 3""","195","R","R",2019,"Draft","KCR",1689500,"Florida","McConnell is polarizing, much more so than is typical for a prospect who has been on the radar since his underclass high school days. In part because he was old for his graduating class, and also because there were concerns about his ability to make contact, teams didn't meet McConnell's high school asking price and he ended up at Florida. That's exactly the sort of place players like him can go to reinforce confidence in their bat, but McConnell barely played as a freshman and was old enough to be draft eligible as a sophomore, and so by draft time there was relatively little data to fight the skepticism concerning his. 
But he's also got above-average raw power, plus speed, and can play shortstop (he was listed as an outfielder on the instructs roster but did not play), so he can still be a valuable player even if the bat falls short of average and his ceiling is sizable if it gets better than that. If you've read the list in order before arriving at McConnell's blurb, you know this org has had trouble with players who have swing-and-miss issues upon their arrival in the system. I'm not optimistic McConnell hits enough to be a regular, and I think a multi-positional bench role is more likely. ",,"sa3010331"
"Jonathan Bowlan","KCR","RHP","A+",,17,,"40",2022,,"23.6194444","6' 6""","262","R","R",2018,"Draft","KCR",697500,"Memphis","Bowlan saw an uptick in velocity just before the 2018 draft, but his stuff backed up after he signed. Kiley and I moved him down the org list too soon, thinking the pre-draft velo bump was an anomaly. In 2019, Bowlan came out with a fastball in the 91-95 mph range, topped out at 97, and threw 65% of his pitches for strikes. Though his secondary stuff is quite average, his ability to locate his slider exactly where he wants to most of the time means it plays better than that. There's some long-term concern about Bowlan's hulking build, but for now he profiles as a strike-throwing backend starter.",,"sa3006973"
"Kelvin Gutierrez","KCR","3B","MLB",,18,,"40",2020,,"25.8777777","6' 3""","215","R","R",2012,"J2","WAS",30000,"Dominican Republic","Perhaps a swing change away from a mid-20s breakout, Gutierrez has the highest average exit velo in this system but among its lowest average launch angles. The makeup of his offensive DNA (plus contact, an aggressive approach) as currently constituted would play in a reserve role, some kind of 3B/1B platoon that also includes good defense. The Maikel Franco signing was a potential impediment to that.","6mLb50yVjwM","17468"
"Alec Marsh","KCR","RHP","A",,19,,"40",2023,,"22.1666666","6' 2""","220","R","R",2019,"Draft","KCR",906800,"Arizona State","Marsh was in the mix for teams as early as the middle of the 2019 second round, so he's yet another college arm value pick by a Royals org that has taken a bushel of them throughout the last several drafts. He has a middling four-pitch mix that plays when he's commanding his breaking stuff. He could be a No. 4/5 starter.",,"sa1159950"
"Wilmin Candelario","KCR","SS","R",,20,,"40",2024,,"18.8416666","5' 11""","165","S","R",2018,"J2","KCR",847500,"Dominican Republic","A source who saw Kansas City's DSL group thought Candelario was the best of the bunch. He has a relatively projectable frame, great body control and arm strength, and looks likely to stay at shortstop and might be plus there. His bat speed is also plus. But Candelario has some swing and miss tendencies as a result of both his age and switch-hitting swing rawness, and also has a propensity to swing a lot. He's a switch-hitting shortstop prospect with some power but a high-risk bat.",,"sa3008834"
"Zach Haake","KCR","RHP","A",,21,,"40",2022,,"23.7666666","6' 4""","186","R","R",2018,"Draft","KCR",297500,"Kentucky","Be careful with this one. Haake was in our 2018 Draft top 50 coming out of the fall before his junior year because he was working with absolutely nasty stuff while at Kentucky. The next spring, he had trouble holding that stuff deep into starts, creating doubt that he could start at all. A flexor strain (2018) and shoulder soreness (2019) add to that risk. But Haake does indeed have nasty stuff, up to 98 with the fastball and a slider that has plus movement but is rarely well-located. There's late-inning relief potential here, but that was true when Haake was in college and he still fell to the sixth round.",,"sa3008523"
"Nick Pratto","KCR","1B",,,22,,"40",2022,,"21.7722222","6' 1""","195","L","L",2017,"Draft","KCR",345000,"Huntington Beach HS (CA)","Free of the context of his high school stardom, pro scouts barely see Pratto as a prospect. A two-way high schooler with a polished approach and a modest but effectual hit/power combination, Pratto has thus far fallen short as a pro hitter, striking out more than the amateur side of the industry anticipated while generating fringe power. Even terrific defensive first basemen like Pratto have to mash, and produce from both a contact and power perspective, to profile at the position. Even though his in-zone contact rates are less concerning than his disappointing peers Melendez and Matias, Pratto still struck out at an alarming 35% clip in 2019 and his exit velos do not reinforce the notion that there's untapped, underlying power that will profile at first base. Some of his poor performance should just be chalked up to an aggressive assignment, but Pratto's prospectdom is officially in danger.","m12VQ7FD72k","sa3004138"
"Maikel Garcia","KCR","SS","R",,23,,"40",2022,,"20.3638888","6' 0""","145","R","R",2016,"J2","KCR",,"Venezuela","Even though he has advanced feel for contact, the Royals have been pretty conservative with Garcia's developmental track because he's still so wiry thin and lacking physicality. I'm betting on the frame producing more power long-term, enough that Garcia might be a low-end regular at shortstop.",,"sa3003246"
"Darryl Collins","KCR","LF","R",,24,,"40",2024,,"18.6611111","6' 2""","200","L","R",2018,"J2","KCR",,"Netherlands","Collins is an imposing physical presence with uncommon ball/strike recognition and feel to hit for someone his age. He also tracks pitches well, has precocious barrel control, and natural feel for lift. Collins hit for power in the AZL thanks to his feel for quality contact and raw strength, but his lower half isn't well-incorporated into his swing yet, so I think there's room for more in-game power via mechanical adjustment rather than through lots of physical growth. Because Collins is already pretty big and strong (though it's important to note he's limber and athletic, not bulky and stiff), he doesn't have as much physical room on his frame as is typical for a hitter this age, but he does have a little bit. The positional limitations create greater risk of bust because Collins needs to really mash to profile as a corner outfielder, but early indications are that he's talented enough to do that.",,"sa3010154"
"Grant Gambrell","KCR","RHP","R",,25,,"40",2023,,"22.6472222","6' 4""","225","L","R",2019,"Draft","KCR",650000,"Oregon State","At his best, Gambrell sits in the mid-90s with a plus breaking ball and a tailing, mid-80s changeup that he uses in some clever ways, including as a means to jam righties. His stuff has been inconsistent and he missed considerable time with injury during college, which creates some relief risk. His stuff plays in a more traditional power pitcher style than most of the sinkerballers in this org.",,"sa3011129"
"Ryan McBroom","KCR","1B","MLB",,26,,"40",2020,,"28.2638888","6' 3""","235","R","R",2014,"Draft","TOR",,"West Virginia","McBroom was one of several upper-level sluggers who the Yankees acquired, seemingly to build depth behind oft-injured first baseman Greg Bird. The emergence of Luke Voit meant the club could move McBroom to a rebuilding team willing to take a flier on an older stopgap, and the Royals traded international bonus pool space for him last summer. It's likely that, given his age, McBroom's window for productivity as some kind of part-time first base/outfield platoon bat is relatively small, but he does have the hit/power combination needed to succeed in such a role for a couple of years.",,"16524"
"Christian Chamberlain","KCR","LHP",,,27,,"40",2024,,"20.9833333","5' 11""","172","L","L",2020,"Draft","KCR",,"Oregon State",,,
"Charlie Neuweiler","KCR","RHP","A+",,28,,"40",2022,,"21.4333333","6' 1""","205","R","R",2017,"Draft","KCR",397500,"Monsignor McClancy HS (NY)","He doesn't throw all that hard, but Neuweiler's control and command are both improving (he arguably has late projection in that regard because of his cold weather prep background) and his heater sinks enough to keep hitters from destroying it every time he misses. He also has two great secondary pitches in a knuckle slurve that spans a pretty wide velocity band in the upper-70s and low-to-mid-80s, and a change with late bottom that spins so little I've got it classified as a splitter; I'm not exactly sure what kind of grip he uses, though the improvement is so stark that he may have a fresh grip altogether now. I'm optimistic about more control/command coming late and think Neuweiler will end up pitching in the back of a rotation.",,"sa3004345"
"Tyler Gentry","KCR","RF",,,29,,"40",2024,,"21.4527777","6' 2""","205","R","R",2020,"Draft","KCR",,"Alabama","Well-rounded OF was solid on the Cape, has some pull side pop which I think he could stand to get to more consistently if his top hand were more involved in the swing. He showed glimpses of doing that early in 2020 where he hit for more power in games than he had previously. Gentry has a very realistic chance to be a 4th OF but has a little bit of ceiling, too, because of the pop.",,
"Yohanse Morel","KCR","RHP","A",,30,,"40",2022,,"19.8916666","6' 0""","170","R","R",2017,"J2","WAS",,"Dominican Republic","Morel had just arrived in the U.S. last year when the Nationals sent him to Kansas City as part of the Kelvin Herrera trade. At age 17, Morel performed against older competition while being asked to adjust to a new country and parent organization at the same time. His stuff was still strong in the fall, when he was 90-94 with a mid-80s, split-action changeup that was often plus. He's not physically projectable, but he's athletic and has some traits typical of sinker/changeup-centric rotation pieces, and his breaking ball spin rates indicate he may have an average breaker one day, too. That would make it easier for him to start.","D938kI1r2JY","sa3005685"
"Ben Hernandez","KCR","RHP",,,31,,"40",2025,,"19.0361111","6' 2""","205","R","R",2020,"Draft","KCR",,"De La Salle HS","Up to 92 at PG National then up to 95 during a 2020 pre-season workout, Hernandez works with an easy-looking delivery that he doesn't always repeat. He also flashes a 55 changeup and his cambio projects to plus at maturity. Based on his age and relative physical maturity, I only see a further velo spike if he moves to the bullpen, and based on my in-person looks at his strike-throwing I think that's likely for Hernandez. Mid-90s with a angle and a plus changeup is a really good reliever.",,
"Jeison Guzman","KCR","SS",,,32,,"40",2020,,"21.7666666","6' 2""","210","L","R",2015,"J2","KCR",1500000,"Dominican Republic","Now 21, Guzman has filled out and developed 45 raw power while maintaining excellent defense at shortstop. He has yet to play anywhere else, but because he falls short of profiling as a regular there on the offensive end, it's likely he starts to see time at other positions soon -- especially because he's now on the 40-man -- so he can be a versatile bench infield option.",,"sa914314"
"Brewer Hicklen","KCR","LF","A+",,33,,"40",2021,,"24.4305555","6' 2""","208","R","R",2017,"Draft","KCR",337500,"UAB","Even though he's 24, 2019 was only Hicklen's second full year focusing solely on baseball, as he'd been a two-sport athlete of sorts at UAB, where he would have played football had the program been active while he was there. His statistical performance, despite his age, becomes much more impressive in this context. Hicklen has hit .280/.370/.470 as a pro. All of that has been in A-ball, save for the 2019 Fall League, during which Hicklen struggled. His swing is very short and linear and he generates sizable power anyway, but his bat path doesn't really allow it to play. Barring a very late jump in skills and instincts, he's a bench outfielder sort.",,"sa3004159"
"Michael Massey","KCR","2B","R",,34,,"40",2023,,"22.3111111","6' 1""","185","L","R",2019,"Draft","KCR",472500,"Illinois","Massey was in the second round mix coming off his terrific sophomore year at Illinois before a back injury during his junior spring dulled his explosiveness and forced him to DH a bunch. He fell to the fourth round. He struck out in just 10% of his college plate appearances, plays a good second base, and has doubles power.",,"sa1115910"
"Noah Murdock","KCR","RHP","R",,35,,"40",2023,,"21.9","6' 8""","190","R","R",2019,"Draft","KCR",230500,"Virginia","I think it's possible that the Royals have begun to place some amount of evaluation emphasis on spin rate without also considering how pitches pair together, which is perhaps how they've ended up with several pitchers who have a sinker/curveball mix. Murdock is exactly that. The towering 6-foot-8 righty has huge sink in the low-90s and a sharp breaker. He posted insane groundball numbers during his junior spring at Virginia. His pitches are better in a vacuum than they are together, but there's at least big league bullpen stuff here.",,"sa919012"
"Ismael Aquino","KCR","RHP","R",,36,,"40",2023,,"21.8666666","6' 2""","170","R","R",2016,"J2","OAK",,"Dominican Republic","Acquired ahead of the 2019 deadline for Jake Diekman, Aquino is a young relief prospect whose profile is driven by arm strength. He'll sit 93-97 and occasionally fool a hitter with his circle change, but everything else about him lacks consistency, especially his fastball command and breaking ball. The A's toyed with a cutter for Aquino at one point but scrapped that a month or two before he was traded; it seems like the Royals brought it back after they acquired him, as the pitch went from the slidery low-80s into the 85-88 mph range.","FvJi-WgUvz0","sa3003104"
"Josh Staumont","KCR","RHP","MLB",,37,,"35+",2020,,"26.5638888","6' 3""","200","R","R",2015,"Draft","KCR",964600,"Azusa Pacific","After spending most of the past three seasons stagnant in Omaha, Staumont finally got about 20 big league innings last year. By now you know his stuff is ridiculous. He would sit 96-99 and touch 101 or 102 in college, and he also has a dastardly curveball, but he's a six or seven walks per nine guy, and hasn't been able to make headway in the control/command realm as a pro. ",,"18335"
"Yefri Del Rosario","KCR","RHP","A+",,38,,"35+",2021,,"20.8083333","6' 2""","180","R","R",2017,"J2","KCR*",650000,"Dominican Republic","One of the more talented prospects cut loose by the Braves during their international scandal, Del Rosario's fastball creeps into the mid-90s, and he has a good curveball and a sturdy build that is admittedly less projectable than is typical for a 19-year-old. His strike-throwing took a step forward in 2018, before he missed all of 2019 with a nerve issue. His profile already included fairly significant relief risk made more likely by the injury and how that compresses his developmental timeline.","SyyyQ26sWGs","sa3002971"
"Jon Heasley","KCR","RHP","A+",,39,,"35+",2022,,"23.4638888","6' 3""","215","R","R",2018,"Draft","KCR",247500,"Oklahoma State","Heasley was a draft-eligible sophomore who simply didn't pitch all that well in college, the sort of player draft models are only on if they incorporate pitch data (Heasley's slider spin rates are plus-plus), or if a scout likes the player despite mediocre performance, which is the case here. Heasley moved from the Oklahoma State bullpen to the rotation as a sophomore, but still walked a batter every other inning and gave up more hits than anyone with his quality of stuff should give up in college. It's been night and day in pro ball, and Heasley now  looks like a 40-man inventory arm, and may end up fitting cleanly as a fifth starter.",,"sa3007211"
"Foster Griffin","KCR","LHP",,,40,,"35+",2020,,"24.9638888","6' 3""","200","R","L",2014,"Draft","KCR",,"First Academy HS (FL)","There have been stretches during Griffin's pro career when either his command or velocity have slipped a tad, and he's been knocked around. When both are fine, he's a good pitchability lefty who feeds hitters a steady diet of secondary pitches. Often, this type of hurler becomes Tommy Milone, but Griffin's curveball is a little better than that (though Milone has a good cutter); more often, this type of pitcher is used in a multi-inning relief role after a power pitcher has opened the game. Barring that, I have Griffin in as a No. 5/6 starter.",,"sa828674"
"Drew Parrish","KCR","LHP","R",,41,,"35+",2023,,"22.6","5' 11""","200","L","L",2019,"Draft","KCR",187400,"Florida State","Parrish's velo was on the rise just before the draft, averaging just over 90 for the first time in his career, but in the postseason was back to 87-91 when he had to rely more on his secondary stuff. That's probably the approach he'll need to take going forward, as both his changeup and curveball are better offerings than the heater. He projects as a fifth/sixth starter barring an unforeseen bump in velocity. It's also possible the command ends up as plus and Parrish just grabs hold of a rotation spot of his own that way.",,"sa3011395"
"Omar Hernandez","KCR","C","R",,42,,"35+",2024,,"18.5944444","5' 11""","170","R","R",2018,"J2","KCR",,"Spain","The Spanish-born Hernandez is an athletic catch-and-throw prospect with advanced contact skills but limited power projection because of his shorter build. Hernandez also has some experience at third base. He could be a plus hit/plus glove catcher but teenage catching is perhaps the riskiest prospect demographic.",,"sa3010155"
"Daniel Tillo","KCR","LHP","AA",,43,,"35+",2021,,"24.0861111","6' 5""","215","L","L",2017,"Draft","KCR",557500,"Iowa Western JC","Tillo is a low-slot, sinkerballing relief prospect whose lack of control undermines the playability of his secondary stuff. He'll likely be up and down during his option years.",,"sa876284"
"Samuel Valerio","KCR","RHP","R",,44,,"35+",2024,,"18.7666666","6' 4""","220","R","R",2018,"J2","KCR",242500,"Dominican Republic","This is the hardest-throwing pitcher on this list, a teenager whose fastball is parked in the 94-97 range already. But the cement is pretty dry on Valerio's frame, and his is a sinker/fringe slider profile that needs changeup and command growth for him to have any hope of starting. This is a long-term relief prospect with special arm strength for his age.",,"sa3009220"
