Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,playerId
"Tucker Davidson","ATL","MIRP","MLB",,13,,"40+",2021,"Med","25.1944444","6' 2""","215","L","L",2016,"Draft","ATL",125000,"Midland JC (TX)","Davidson's stuff and performance have vacillated enough throughout the course of his development that it's fair to anticipate them continuing to do so once he begins to play a big league role. A low-profile junior college prospect, he has shown mid-90s heat in games (upper-90s indoors) along with two plus breaking balls when his stuff is really humming. In 2020, as has sometimes been the case during his time in the minors, Davidson's feel for release was inconsistent and his velo dipped. He struggled to locate a 91-93 mph fastball during his big league debut late last year. We're inclined to chalk at least some of this up to the bizarre nature of the 2020 season and expect Davidson is still likely to be an impact part of a staff soon. At his peak, he works at the letters with mid-90s velocity, and he has a power 12-6 curveball and an upper-80s slider with two-plane movement. It's an inefficient power relief look, and Davidson's peak stuff is worthy of later innings. He's much more likely to spend 2021 as a starter, though. Atlanta's projected big league bullpen has very little option year flexibility and Davidson would be fourth or fifth on the Braves' lefty relief depth chart right now, so it feels more likely he'll be at-the-ready rotation depth this year. <em>(Alternate site, MLB)</em>","ScF_t-apuls","19871"
"Freddy Tarnok","ATL","SP","A+",,14,,"40+",2022,"High","22.5305555","6' 3""","185","R","R",2017,"Draft","ATL",1445000,"Riverview HS (FL)","Tarnok was a pop-up arm in the 2017 draft who entered the year on a few team’s radars, but by May, inspired several scouts to fly to Tampa to see the athletic righty who was touching the mid-90s. He threw out a big number prior to the draft, and the Braves took a chance on him in the third round, luring him away from the University of Tampa with a bonus of just under $1.5 million. While he’s yet to impress in terms of performance, he’s reworked his delivery and is starting to show some of the potential the club saw in him as a prepster. Focused more on his shortstop play in high school, Tarnok is ultra-athletic, and the club feels like they've finally gotten him to incorporate that athleticism into his new mechanics. After sitting at 92-94 during his 2019 campaign, Tarnok was parked at 96 with impressive life this spring, although it has been in short stints. His power breaking ball has the kind of velocity and spin teams look for, and his changeup has gone from nascent to flashing average as a pro. He generally throws strikes, but still has a long way to go in terms of commanding his arsenal. He’s a 2021 breakout candidate, but there are still plenty of risks based on his statistical track record. <em>(At-home dev)</em>","n5hQB8FZnIU","sa3005175"
"Vaughn Grissom","ATL","SS","A",,15,,"40",2024,"High","20.4166666","6' 3""","180","R","R",2019,"Draft","ATL",347500,"Hagerty HS (FL)","Grissom was invited to the Braves' alternate site (Atlanta opted out of video sharing) as a 19-year-old then went to instructs in Gwinnett. Because the club didn't do instructs in Florida like everyone else who wasn't in Arizona, sourcing non-pitch info from there was difficult, and the combo of the alt site opt out and the odd instructs leaves us with insufficient info to alter Grissom's report: Because he was a high school teammate of 2019 fifth overall pick Riley Greene, Grissom was heavily scouted as he broke out during his senior spring, rising from a pocket follow to an early round prospect. The Braves saved money on their picks in the top 10 rounds so they could splurge on prep prospects who slipped. Grissom wanted to be a Brave and Atlanta scouted him closely all spring, convinced he could stick at shortstop despite a 6-foot-3, 180 pound frame that had many scouts assuming he'd move off the position. His tools are average to a hair above across the board, and his offensive approach is more power-over-hit. He's a young, high-variance prospect with a chance to be an everyday player. <em>(Alternate site, Fall Instructional League)</em>",,"sa3010711"
"Trey Harris","ATL","LF","AA",,16,,"40",2021,"Low","25.3888888","5' 10""","215","R","R",2018,"Draft","ATL",10000,"Missouri","Harris (who has also gone by ""Trey"") is a stocky stick of right-handed hitting dynamite who was listed at just 5-foot-8 and 215 pounds on Scottsdale's 2019 Fall League roster (the Braves now list him at 5-foot-11). He was a 2018 senior sign who, after two bad underclass seasons at Missouri, has performed at every stop, albeit as an old-for-the-level player. Harris reached Double-A in his first full pro season and thrived there for about six weeks before continuing to hit in the 2019 Fall League. Yes, he's been a little older than those around him, but there's real big league bat speed and physicality here. Harris takes a really healthy cut in hitters' counts and tones things down when he needs to protect, but still puts balls in play hard when he does. He has pretty good plate coverage, and his swing has a really entertaining, abbreviated finish that sometimes hides how explosive and strong he is. Harris is going to spray the ball all over the field with power. He fits as a part-time corner OF/DH and situational bench bat, a version of the role Adam Duvall played in Atlanta recently. <em>(At-home dev)</em>",,"sa3006876"
"Jasseel De La Cruz","ATL","SIRP","AAA",,17,,"40",2021,"High","23.9416666","6' 1""","175","R","R",2014,"J2","ATL",55000,"Dominican Republic","De La Cruz was not a highly regarded international prospect, but he’s gained strength since signing. The Braves’ player development process deserves praise as well, as the right-hander has seen his entire arsenal improve by a full grade or more over the last three years. His fastball has sat 95-97 mph this spring in a bullpen role, and he’s shown those types of velocities as a starter in the minors. His mid-to-upper 80s slider is plus and better in terms of velocity and break, though he struggles at times to harness the pitch in the zone. De La Cruz lands quite closed and comes across the body with considerable effort, so overall it’s a reliever look and his changeup is both rare and fringy. The Braves could accelerate his development with a move to the bullpen, but they'll likely exhaust all starting opportunities before doing so. He has a chance to make his big league debut in 2021. <em>(Alternate site)</em>","f-7eE1-Zz80","sa879559"
"Victor Vodnik","ATL","SIRP","AA",,18,,"40",2023,"High","21.6555555","6' 0""","200","R","R",2018,"Draft","ATL",200000,"Rialto HS (CA)","Vodnik had a velo dip during his draft spring but has otherwise been a mid-90s relief prospect for the last several years. This spring, his fastball has been in the 95-97 range during big league outings. He has a low release point but his fastball has more cut than carry, so the pitch may not play up in a huge way. The heater and Vodnik's power changeup (in the 87-90 mph range) should both be impact pitches; his short, 83-85 mph slider may not be. Ultimately, Vodnik projects as a middle relief piece. <em>(Fall Instructional League)</em>","GxwNnM9irZ0","sa3008527"
"Jesse Franklin V","ATL","CF","A+",,19,,"40",2024,"Med","22.5111111","6' 1""","215","L","L",2020,"Draft","ATL",497500,"Michigan","Franklin was a bat-first high school prospect from the Pacific Northwest who ended up playing center field for Michigan, one of the most talented college teams of the past half-decade. He raked as a freshman (he hit .327 and slugged .588), then had a superficial sophomore statistical regression (.262 average, .477 slug). Because of his freshman performance, Franklin saw fewer pitches to hit as a sophomore and made adjustments (his walk rate doubled) as opponents approached him differently. He ended his sophomore year with a really hot postseason run, spraying balls to all fields with power against Florida State and Vanderbilt, while playing an okay center field. His 2019 Cape look was not as good; Franklin looked corner-y from a body and speed standpoint. He never played a game as a junior because he broke his collarbone in a skiing accident just after the 2020 New Year. The injury kept him from the start of the season and the pandemic squashed his return. Teams' sense of Franklin was likely impacted by the combination of his 2019 Cape look and the long layoff. He felt like someone comfortably in the second round mix coming out of his sophomore year but ended up going toward the back of the third; lefty bats with some pop who perform at big schools don't typically last that long. Franklin's future role is of the righty-punishing platoon sort. <em>(Fall Instructional League)</em>",,"sa3014532"
"Ambioris Tavarez","ATL","3B",,,20,,"40",2025,"High","17.5638888","6' 0""","168","R","R",2021,"J2","ATL",1500000,"Dominican Republic","Out of the penalty box they were in for the previous administration's transgressions on the international market, the Braves made their first big investment in Latin America since 2017 when they signed Tavarez to a $1.5 million deal in January. Tavarez had one of more highly-regarded bats in this year’s international class. While he has a bit of a slow trigger due to a big step that initiates his swing, scouts marveled at his bat speed and power potential. Already 6-foot-2 and in the neighborhood of 180 pounds, he’s going to get bigger and stronger and will likely end up as a power-hitting third baseman, as he’s already a tick or two slow for shortstop, but the arm should be plenty for the hot corner. Tavarez will likely spend 2021 getting acclimated to pro ball at Atlanta’s complex in his native Dominican Republic. <em>(International signee)</em>",,
"William Woods","ATL","SIRP","A",,21,,"40",2022,"High","22.4333333","6' 3""","190","R","R",2018,"Draft","ATL",,"Dyersburg CC","Woods experienced a velocity spike during the 2020 layoff and went from sitting 91-96 in '19, to sitting 95-99 last fall and during spring training this year. The fastball is the lone big league element in Woods' repertoire right now. His low-90s changeup is below-average and his mid-80s slider has short, lateral action, which means he'll need to either increase its depth or locate it very precisely for it to be effective. He can't do that yet but this elite arm strength is so new that it's unreasonable to expect him to. He's just a single pitch's development shy of looking like a major league-ready middle reliever. <em>(Fall Instructional League)</em>",,"sa3007256"
"Spencer Strider","ATL","SP",,,22,,"40",2024,"Med","22.6027777","6' 0""","195","R","R",2020,"Draft","ATL",,"Clemson","Strider missed 2019 (his sophomore season) recovering from Tommy John but pitched really well during the first month of the '20 college season, and Atlanta picked him in the fourth round of the shortened draft. He used his TJ rehab to rework his breaking ball, which now has action more like a true curveball, and came back with more velo, about a 3 mph uptick from his 2018 fastball. That trend continued through instructs. Strider went from sitting 93 and touching 97 to touching 99. In part because he's not a tall pitcher, Strider's fastball has flat angle and carry, and his new breaking ball could be plus at maturity. In his four 2020 starts, Strider threw a total of 13 changeups. A couple were very nasty; most were nowhere near the zone. Feel for this pitch may be behind because of a lack of reps. Whether it arrives will dictate whether Strider can start. <em>(Fall Instructional League)</em>",,
"Patrick Weigel","ATL","SIRP","AAA",,23,,"40",2021,"Med","26.9083333","6' 6""","230","R","R",2015,"Draft","ATL",197500,"Houston","Weigel has been on the Braves 40-man for a couple of seasons but hasn't made much of an impact with the big league club because he's struggled to rein in his command. Weigel has big stuff. Though his fastball's spin axis causes it to play down, it's hard enough (92-95 early this spring, harder in the past) to be a viable offering, and his two breaking balls have elite spin. His feel for release and location was all over the place during his 2020 debut. If that doesn't improve, Weigel should just be in the 35+ tier as an up/down type of reliever, though two of his option years have already passed and at some point soon it'll be sink or swim. Though he still has four pitches, Weigel's days of maybe projecting as a starter are likely over. Expect him to lean on his breaking stuff (his slider has incredible horizontal movement) in relief. <em>(Alternate site, MLB)</em>","83Zfm-ph2Wo","17792"
"Ricky DeVito","ATL","SP","A+",,24,,"40",2022,"Med","22.7888888","6' 2""","166","S","R",2019,"Draft","ATL",167500,"Seton Hall","Devito's stuff was up after the draft. He was 90-94 when former FanGraphs Northeast correspondent Josh Herzenberg saw him during the spring, then was up to 97 after he signed. His splitter flashed plus during Instructional League. The command/control element is still on the starter/relief-only fringe, but if Devito's pitch-quality improves a little bit he has a strong chance to be a three-pitch reliever. <em>(Fall Instructional League)</em>",,"sa1116003"
"Bryce Elder","ATL","SP","A+",,25,,"40",2024,"Med","22.0444444","6' 2""","220","R","R",2020,"Draft","ATL",850000,"Texas","Though none of them are plus, Elder has four pitches and precise command of two of them. His fastball sits 90-92 and has heavy, grounder-inducing sink, while his most-used secondary is a curt, mid-80s slider. That's not his best secondary, though. Elder's changeup, when located, has enough fade to miss lefty bats, though his feel for the release of it is less consistent than it is with his fastball and slider. He also has a slow, shapely curveball that has utility as a first-pitch offering. His stuff and track record of strike-throwing at Texas suggest he's a high-probability depth starter who needs to have a little velo bump to entrench himself in a rotation. <em>(Fall Instructional League)</em>",,"sa3014515"
"Darius Vines","ATL","SP","A",,26,,"35+",2023,"Med","23.0972222","6' 1""","190","R","R",2019,"Draft","ATL",,"Cal State Bakersfield","Vines had a nomadic amateur career, first playing at Oxnard College (CA), then Yavapai (AZ) for his sophomore year. He was slated to join Arizona State but instead ended up at Cal State Bakersfield, where he became the highest-drafted player in school history. Vines works in the low-90s with plus-plus carry, his breaking stuff has good shape, and he has a plus changeup. Already a good depth starter prospect, Vines could break out if his velocity ticks up because his foundation of repertoire depth and command is pretty advanced. <em>(At-home dev)</em> ",,"sa918848"
"Jared Johnson","ATL","SP","R",,27,,"35+",2024,"High","20.2222222","6' 2""","210","R","R",2019,"Draft","ATL",257000,"Smithville HS","One of a couple of over-slot high schoolers the Braves signed on Day Three of the 2019 Draft, Johnson was a pre-draft pop-up guy with burgeoning velocity who has totally remade his body in pro ball and now has a fastball that has crept into the upper-90s. He's barely 20 years old and is already among the stronger players in the entire organization. How his secondary stuff develops (he flashed some above-average, sweeping sliders during instructs) and this velocity holds over the course of a real season remains to be seen, but Johnson is a young 2021 breakout candidate. <em>(Fall Instructional League)</em>",,"sa3011626"
"Stephen Paolini","ATL","CF","A",,28,,"35+",2024,"High","20.5333333","6' 2""","195","L","L",2019,"Draft","ATL",597500,"St. Joseph HS (CT)","There's no change to Paolini's blurb, as there's little to glean from what he did during 2020 instructs in Gwinnett: Paolini was known to most Northeast area scouts entering the spring of 2019 as a toolsy kid who wasn't polished enough for the previous summer's Area Code Games, but whose progress needed monitoring during his senior spring. Atlanta was one of the only teams that scouted him heavily; in fact, many teams didn't turn him in at all. The Braves came up with a sizeable $600,000 to buy him out of a commitment to Elon as a pure tools bet. He has above average power potential, easy plus speed, and an above average arm, along with the elements to hit, but not much of a track record against pro-level pitching yet, so he's likely to move slowly. <em>(Fall Instructional League)</em>",,"sa3010720"
"CJ Alexander","ATL","3B","AA",,29,,"35+",2022,"Low","24.8833333","6' 5""","215","L","R",2018,"Draft","ATL",125000,"State College JC (FL)","Alexander is a big-frame lefty power bat who signed as a 22-year-old JUCO draftee in 2018. He raked immediately upon entering pro ball, including during three weeks at High-A during that first pro summer. Then he struggled with High- and Double-A pitching amid an injury-marred 2019 and had no bounce-back opportunity last year because of the pandemic. Ideally he can play a passable third base (throwing comfort/accuracy have been issues this spring) and/or some combination of the outfield corners and end up in a multi-positional part-time role. <em>(At-home dev)</em>","GksyNPnlXOo","sa3006912"
"Nolan Kingham","ATL","SP","AA",,30,,"35+",2022,"Med","24.7972222","6' 4""","210","R","R",2018,"Draft","ATL",,"Texas","Kingham was a strike-throwing starter at Texas who posted a combined 3.25 ERA as a freshman and sophomore, then had a rough 2018 junior year and ended up falling from the 5th - 7th round area to the 12th. He rebounded as a pro and reached Double-A during his first full season, generating strikeout and walk rates around 17% and 6% along the way. Then Kingham had a velocity spike, going from sitting 88-93 in 2019 to working in the 92-96 range now. His feel to pitch has regressed somewhat and there's still no bat-missing secondary here right now, but if he can dial in just one of those two things, he'll be a fixture toward the bottom of a staff rather than upper minors starter depth. <em>(At-home dev)</em> ",,"sa3008224"
