Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,playerId
"Daz Cameron","DET","CF",,,11,,"45",2020,,"23.4972222","6' 2""","195","R","R",2015,"Draft","HOU",4000000,"Eagle's Landing Christian HS (GA)","2019 was the worst statistical season of Cameron's career by far. Strikeout frequency (which had been an underlying issue throughout much of his pro tenure) combined with a low BABIP (well below Cameron's career norm) to generate a .214/.330/.377 line. He still had 40 extra-base hits, and Cameron's all-fields power (he doesn't have huge raw, but he does have wall-scraping pop to center and right center because the swing has some inside out elements) and selectivity give him the ability to do some slugging damage and reach base amid all the whiffing. Daz has been a known prospect for seven or eight years now. He's got great body control but isn't especially toolsy, and his instincts and baseball acumen play a large role in his defensive ability and baserunning. Overall, he's a well-rounded player with fair tools, a 1.5 WAR type.","BmUTuuIHb4w","sa874736"
"Franklin Perez","DET","RHP",,,12,,"45",2020,,"22.6055555","6' 3""","197","R","R",2014,"J2","HOU",1000000,"Venezuela","Perez's first few pro seasons were notable because of how quickly Houston pushed him through the minors. A polished strike-thrower with four good pitches, he reached Double-A as a 19-year-old back in 2017 before he became the centerpiece of the Justin Verlander deal. Advanced though he was, various injuries have robbed Perez of innings. In 2016, he had knee trouble; in 2018, it was a lat strain, then shoulder inflammation. An ominous trap issue popped up during the early parts of 2019 spring training but Perez was back on the mound quickly and sitting his usual 93-96 into late-March, before he had three IL stints -- in April, May, and June -- and was shut down for the year. 
He has yet to throw more than 86 frames in an entire season, so while he may be fairly advanced for someone his age, and definitely for someone who has pitched so little, the industry has yet to see his stuff hold up for a whole summer of starter's innings. He has mid-rotation stuff, but has one of the longest injury histories in the minors, and he's barely 22.",,"sa873722"
"Parker Meadows","DET","CF","A",,13,,"45",2022,,"20.7","6' 4""","195","L","R",2018,"Draft","DET",2500000,"Grayson HS (GA)","The younger brother of Rays outfielder Austin Meadows, Parker has some similarities to his big league sibling, but his tools are actually compared more often to those of Indians center fielder Bradley Zimmer. Zimmer and the younger Meadows both have deceptively easy plus speed due to their long frames, and each has a plus arm and plus raw power; Christian Yelich is the advanced hitter version of this profile. But as a high schooler, Meadows' main concern was tied to contact issues caused by his long limbs and lack of rhythm at the plate. The Tigers took him in the second round out of high school in 2018 and he hasn't quite dialed in the offensive approach yet, with a high strikeout rate in the summer after signing and marginal power in his full-season debut, but the upside remains the same.",,"sa3007943"
"Daniel Cabrera","DET","LF",,,14,,"40+",2022,,"21.8583333","6' 1""","195","L","L",2020,"Draft","DET",,"LSU","Cabrera is a stocky corner outfielder who has performed against top-flight pitching since high school. He has a potent, contact-driven offensive skillset, but the performance bar in the outfield corners is high, and Cabrera lacks premium power. He's a low variance prospect likely to be a second division regular.",,
"Nick Quintana","DET","3B","A-",,15,,"40+",2022,,"22.7527777","6' 0""","195","R","R",2019,"Draft","DET",1580200,"Arizona","Quintana had a four-year track record of statistical performance dating back to his senior year of high school, but after the draft he suddenly stopped hitting against Low-A and Short Season pitching. His swing is somewhat grooved, but he has an athletic move forward and should hit a ton of doubles. A well-rounded offensive skillset and above-average defense at third is an everyday profile, but there's some hit-tool risk here.",,"sa3010390"
"Alex Lange","DET","RHP","AA",,16,,"40",2020,,"24.7833333","6' 3""","197","R","R",2017,"Draft","CHC",1925000,"LSU","Lange's velocity last year was back to what it was during his best days at LSU, and his strikeout rate spiked after the Cubs traded him to Detroit in the Nick Castellanos deal and he was moved to the bullpen. Our high speed footage shows Lange throwing two different breaking balls, though their movement is hard to distinguish in real time. The slider is effective despite lacking spin, and has late, downward movement. Lange might fit in a multi-inning relief role.",,"sa3005280"
"Willi Castro","DET","SS",,,17,,"40",2020,,"23.2222222","6' 1""","205","S","R",2013,"J2","CLE",825000,"Dominican Republic","Castro shares many offensive similarities with a young Freddy Galvis. He's a switch-hitter with some pop who hasn't totally figured out how to get to that power in games yet. Galvis, who is a superior defender, figured it out and became a low-OBP, 45 FV type of player, so Castro fits in a tier below that. He may be a placeholder at shortstop.","ZgzLpSZfVEw","17338"
"Zack Hess","DET","RHP","A",,18,,"40",2022,,"23.3861111","6' 6""","216","R","R",2019,"Draft","DET",227700,"LSU","Hess was a well-known power arm on the high school summer showcase circuit and into the spring, showing mid-90s heat, a plus power curveball, and a reliever's command and approach in his best stints. Due to the prep righty reliever profile, his price wasn't met and he went to LSU, where they tried to make him a starter after a solid freshman year in relief. The starter role never quite took, as he mostly sat in the low-90s with lesser stuff. His stuff got back to his showcase circuit best in pro ball in short stints, which seems like the best role for him going forward.",,"sa3010777"
"Jose De La Cruz","DET","RF",,,19,,"40",2024,,"18.5305555","6' 1""","205","R","R",2018,"J2","DET",1800000,"Dominican Republic","De la Cruz has a right field prospect toolkit straight out of central casting -- plus raw power, plus arm, average underway speed, contact issues at present -- and a year of DSL statistical performance arguably derived from his physical maturity. His Trackman data is very strong, especially for his age. He could be a middle of the order power bat, but he's years away.",,"sa3008747"
"Beau Burrows","DET","RHP",,,20,,"40",2020,,"23.8222222","6' 2""","215","R","R",2015,"Draft","DET",2154200,"Weatherford HS (TX)","Injuries -- shoulder inflammation, biceps tendinitis, oblique strain -- ruined Burrows' 2019. When healthy (well, when he was pitching), Burrows' fastball was fine, but his secondaries were not. He could bounce back into the 45 FV tier if they're back in 2020.","wrcFf1O63-8","sa874682"
"Bryant Packard","DET","LF","A+",,21,,"40",2023,,"22.7722222","6' 3""","200","L","R",2019,"Draft","DET",386600,"East Carolina","Packard's junior year power output dipped because of injuries (back and wrist), but he had a stock-up summer after the draft. He's patient, has above-average raw power, and looks like a potential Lucas Duda type of lefty stick.",,"sa3010590"
"Jake Rogers","DET","C",,,22,,"40",2020,,"25.2388888","6' 1""","205","R","R",2016,"Draft","HOU",614000,"Tulane","Contact-related warts and all, we still like Rogers as a low-end regular who played elite defense while hitting for some pull power, much like what Austin Hedges has been. We're not sure how valuable the foundation of Rogers' skillset will be in a few years if automated strike zones are instituted, and fear interesting players like this will disappear if they are.",,"19452"
"Gage Workman","DET","3B",,,23,,"40",2024,,"20.7222222","6' 4""","200","S","R",2020,"Draft","DET",,"Arizona State","Workman matriculated to ASU early and was one of the younger college prospects in the 2020 Draft. He was an above-average, on-paper offensive performer all three years at ASU (though he swung and missed a lot during the month-long 2020 season) and had a fair Cape. He also presented an exciting look and profile: a big-framed, switch-hitting, rangy third baseman with above-averager raw power projection. Though his swings aren't tailored for power, the context of Workman's age, lever length and switch-hitterdom make me hopeful that will still come. Workman struck out a lot during February of 2020 in front of a lot of executives in Phoenix for Spring Training , and there was some thought that he might consider returning to school (again, he's young for the class) to be ASU's shortstop and perhaps go higher next year, but he quickly signed with Detroit. He's a high-variance college prospect.",,
"Wilkel Hernandez","DET","RHP",,,24,,"40",2022,,"21.2527777","6' 3""","195","R","R",2015,"J2","LAA",125000,"Venezuela","Hernandez is one of two Angels rookie-level pitchers Detroit received in the Ian Kinsler (Hernandez) and Justin Upton (Elvin Rodriguez) trades. Of the two, Hernandez is the one who experienced an uptick in velocity. Both had been in the 88-92 range with frames that portended more. Then last year, Hernandez was suddenly up to 96. And there might be another jump if Hernandez ends up in the bullpen, where he'd be a power fastball/breaking ball reliever. His changeup quality and year-over-year strike-throwing improvements merit continued development in the rotation, and give Hernandez a shot to be a No. 4/5 starter.",,"sa918026"
"Adinso Reyes","DET","3B",,,25,,"40",2023,,"18.7277777","6' 1""","210","R","R",2018,"J2","DET",1450000,"Dominican Republic","Reyes is one of several examples of Detroit targeting physically mature corner bats with present raw power on the amateur market. He worked out as a shortstop as an amateur but projected to third base at best. He has an athletic, rotational swing and plus bat speed, and his bat path has some natural lift, while his frame appears destined to add considerable mass and strength. Arm accuracy and mobility issues, especially as he gets bigger, could move Reyes way, way down the defensive spectrum, but he could end up with above or plus hit and power tools.","Oo8SzAr5cp4","sa3008750"
"Colt Keith","DET","SS/RHP",,,26,,"40",2025,,"18.9166666","6' 3""","195","L","R",2020,"Draft","DET",,"Biloxi HS","Low-90's on the mound with a solid average breaker, Keith is a superior prospect as a hitter. He has terrific feel for the barrel, excellent vertical plate coverage, he's loose and flexible and still quite projectable. He reasonably projects as utility infielder of some kind but the bat-toball skills give him a shot to be a regular. ",,
"Kody Clemens","DET","2B","AA",,27,,"40",2021,,"24.1638888","6' 1""","170","L","R",2018,"Draft","DET",600000,"Texas","Clemens had a pretty strong Florida State League line (.238/.314/.411 is above average in the FSL), albeit as an old-for-the-level hitter. He generates consistent hard contact because of the strength in his wrists and hands. His lower half and hands often appear disconnected, which can result in ugly contact that's still hit hard because of Clemens' strength. He projects as a one-ish win, shift-aided second baseman.",,"sa3008002"
"Jack Kenley","DET","2B","A",,28,,"40",2023,,"22.7666666","6' 0""","185","L","R",2019,"Draft","DET",135000,"Arkansas","Even on a loaded Arkansas team, Kenley stayed under the national scouting radar since he didn't play much until his junior year, and was an infielder without much power who didn't play shortstop. He shows 45 raw power in BP, but has a flat swing plane that's geared for line drives and contact. He seems like candidate for a swing change, but could also carve out a bench role as a lefty-hitting, contact oriented bench bat infielder along the lines of Tommy LaStella.",,"sa3010718"
"Ryan Kreidler","DET","3B","A-",,29,,"40",2022,,"22.6722222","6' 2""","195","R","R",2019,"Draft","DET",517400,"UCLA","A vanilla but well-rounded college infielder, Kreidler's best defensive fit is at third base, but he's fundamentally sound enough to stand at a middle infield spot if needed. A conservative, contact-oriented approach coupled with limited raw power shade the projection toward a bench infield/utility type.",,"sa3010587"
"Trei Cruz","DET","SS",,,30,,"40",2024,,"22.025","6' 2""","200","S","R",2020,"Draft","DET",,"Rice","The son of Jose Cruz Jr., Trei is a switch hitter who fits somewhere on the IF (plus range, feet, below-average hands and actions). He's an average runner with a gap-to-gap approach from both sides of the plate. He went undrafted as an eligible sophomore in 2019 then had a strong summer on the Cape, then came out of the gate very quickly in the shortened 2020 campaign. Barring something that unlocks in-game power I have Cruz projected as a utility man.",,
"Roberto Campos","DET","RF",,,31,,"40",2025,,"17.0833333","6' 3""","200","R","R",2019,"J2","DET",2850000,"Cuba","Campos defected from Cuba with his brother in 2016 at a Little League tournament in the Dominican Republic. The Tigers locked him up pretty quickly after their first couple looks, with some clubs barely seeing him at all. He's a corner outfield prospect with present power who needs to hit to profile. We know next to nothing about the hit tool at this point.",,
"Bryan Garcia","DET","RHP","MLB",,32,,"40",2020,,"25.2361111","6' 1""","203","R","R",2016,"Draft","DET",289400,"Miami","The career saves leader at Miami, Garcia tore through the minors and pitched across four levels, all the way to Triple-A, in his first full pro season. Then he blew out during the spring of 2018. He works fastball/slider to righties, fastball/changeup to lefties, and both secondaries are very firm, upper-80s pitches. Neither is a dominant offering, but the pitch mix lifts Garcia above an up/down role.",,"19457"
"Shao-Ching Chiang","DET","RHP",,,33,,"40",2020,,"26.6777777","6' 0""","185","R","R",2011,"J2","CLE",,"Taiwan","Chiang is going to pitch in the big leagues next year. He throws hard (up to 96 during a pre-tournament exhibition, up to 98 during the 2019 minor league season) and has a backspinning fastball due to his vertical arm slot. He'll also flash a plus changeup, which he uses against right-handed hitters sometimes, and his two-plane slider is fringy. It's an arm strength relief profile.","ntzLrhs7z34","sa659598"
"Keider Montero","DET","RHP","A-",,34,,"35+",2023,,"20.0222222","6' 1""","175","R","R",2016,"J2","DET",,"Venezuela","He's not as physically projectable as most pitchers his age, but Montero's fastball will crest around 95 and he has a potential out-pitch in his curveball.",,"sa3002956"
"Kyle Funkhouser","DET","RHP",,,35,,"35+",2020,,"26.3277777","6' 2""","220","R","R",2016,"Draft","DET",750000,"Louisville","Funkhouser was added to Detroit's 40-man despite more injury and erratic performance in 2019. At times he'll show three above-average pitches; at others he can't get anyone out. He hasn't thrown more than 100 innings in any pro season, and at this point he's considered a relief prospect with a long track record of injury.","j-b1ZwTMYNY","sa827397"
"Elvin Rodriguez","DET","RHP","A+",,36,,"35+",2021,,"22.2888888","6' 3""","170","R","R",2014,"J2","LAA",70000,"Dominican Republic","Rodriguez was an advanced pitchability righty with physical projection when Detroit acquired him from the Angels for Justin Upton. He's now 22, and the velo hasn't arrived. He still has a great build and arm action, but he's looking like a sixth or seventh starter now because the heat just hasn't come.",,"sa873437"
"Andre Lipcius","DET","3B","A",,37,,"35+",2023,,"22.1444444","6' 1""","190","R","R",2019,"Draft","DET",733100,"Tennessee","Lipcius moved from first base as a freshman, to shortstop as a sophomore, to his natural home of third base as a junior at Tennessee, and then all over the infield during his first taste of pro ball. He hit for more power in his draft year than was expected given a contact-oriented approach (Lipcius ditches his leg kick with two strikes, and he's willing to poke balls, softly, the other way). He projects as a multi-positional bench infielder.",,"sa3010401"
"Rony Garcia","DET","RHP","AA",,38,,"35+",2020,,"22.5694444","6' 3""","200","R","R",2015,"J2","NYY",100000,"Dominican Republic","Garcia spent most of 2019 at Double-A Trenton, where he posted a FIP of 4.21, then he went first overall in the 2019 Rule 5 Draft. He sits 91-94 and touches 95 with pretty significant fastball spin for that velo range — about 2400 rpm on average — but because Garcia has a lower arm slot, the pitch doesn’t have the kind of lift that would miss bats. The arm slot and Garcia’s above-average, two-plane breaking ball make him especially tough on righties, who he held to a .197/.273/.356 line in 2019. The changeup needs to get better if Garcia is going to continue to start, but Detroit is becoming quite good at implementing coherent pitch design, so maybe it will, or perhaps the Tigers will find a way to give him a relevant second breaking ball.",,"sa918036"
"Jason Foley","DET","RHP",,,39,,"35+",2020,,"24.7027777","6' 4""","215","R","R",2016,"Draft","DET",,"Sacred Heart","Foley's arm strength was back after his Tommy John, but his out-pitch changeup was not. His secondary pitch of choice last year was a slider. He'd be a 40 FV with that split/change back in the fold, but as an arm strength-only sort, he's more of an up/down reliever.",,"sa915677"
"Sergio Alcantara","DET","SS",,,40,,"35+",2020,,"24.0111111","5' 9""","170","S","R",2012,"J2","ARI",700000,"Dominican Republic","""This guy isn't pitching yet?"" one of us was asked by a source as we talked about this system. Alcantara has a laser arm, he can run, he's a good defensive shortstop, and he even has above-average ball/strike recognition. But the quality of contact is arguably insufficient for even a utility role. He's nearly out of option years. We wonder if reps in center might enable a 26th man sort of role, but also think it's possible the Tigers give a conversion to the mound a shot since Detroit is getting better at developing pitchers, including a few interesting conversion arms.",,"sa739641"
"Wladimir Pinto","DET","RHP","AA",,41,,"35+",2021,,"22.4222222","5' 11""","180","R","R",2014,"J2","DET",30000,"Venezuela","Pinto has a huge fastball and both of his secondaries dovetail in opposite directions, but neither has consistent, bat-missing movement. Fold in a career walk rate in the teens, and even though he's doing damage with his fastball at Double-A, Pinto was passed over in the Rule 5. He's only 21 and is a realistic up/down relief prospect with some ceiling above that due to the arm strength.",,"sa871482"
"Will Vest","DET","RHP","AAA",,42,,"35+",2020,,"25.1055555","6' 0""","180","R","R",2017,"Draft","DET",100000,"Stephen F. Austin","He doesn't have sleeves (which is the nature of the garment) but Vest still does a good job hiding the ball from hitters. His deceptive, overhand delivery looks like a trebuchet and creates late carry on his fastball, which sat 94 and touched 97 during the season, but was 91-93 in Eric's Fall league looks. His secondary stuff is more average, so it's important the velo returns.",,"sa3004101"
"Carlos Guzman","DET","RHP",,,43,,"35+",2022,,"22.1611111","6' 0""","185","R","R",2014,"J2","DET",8000,"Venezuela","Two seasons ago, Guzman was an exciting, new conversion arm who was sitting in the mid-90s and rapidly gaining feel for a good changeup. But in 2019, his stuff was down, his command backed up, and he was eventually shut down with injury. Rather than a 2019 leap placing Guzman in late-inning air, he's now a bounce-back candidate who won't be on the list if his velo isn't back in the spring.",,"sa871477"
"Paul Richan","DET","RHP","A+",,44,,"35+",2022,,"23.3","6' 2""","200","R","R",2018,"Draft","CHC",450000,"San Diego","An extreme strike-thrower, Richan is severly lacking in stuff. He relies on freezing people and inducing weak contact with his changeup and fastball location. He's likely a sixth starter type.",,"sa3008025"
"Sam McMillan","DET","C","A",,45,,"35+",2023,,"21.6194444","6' 1""","195","R","R",2017,"Draft","DET",1000000,"Suwanee HS (FL)","McMillan is an athletic, well-built catcher with ball/strike recognition, and a slow bat. He projects as a third catcher on the 40-man, and his build suggests he'll probably hang around for a while.",,"sa3004277"
"Angel De Jesus","DET","RHP","A+",,46,,"35+",2021,,"23.4194444","6' 4""","200","R","R",2016,"J2","DET",,"Dominican Republic","De Jesus signed at 19 and had been slow to develop (he spent parts of three seasons in the DSL) until 2019, when he skipped a level, then earned a mid-year promotion to Hi-A. He throws hard -- 91-96 with huge extension -- and his fastball has relevant movement up and away from lefty batters. He's well-built but not very athletic, and he throws a lot of non-competitive pitches because he struggles to repeat. He's a lower probability reliever but there's some ceiling because of how the fastball plays.",,"sa921876"
